sequence_id	sequence_hash	length_aa	family_from_identifier	original_identifier	source_database_or_file	generating_script	selection_criterion	annotation_before_inclusion	exact_in_align000044	exact_in_toro742	exact_in_myrt1844	exact_in_gold171	exact_in_anchors72	exact_in_stage1	best_identity_myrt	best_identity_toro	best_identity_align000044	best_identity_stage1	stage1_leakage_class	structural_gate_passed	selected_using_structure	n_prior_models_that_saw_it	prior_model_note	role_in_g4	unit	denominator
CAND_UG16_91	7dcf2892b3255673ecef0dcd22e86a41aba33fecfbfa6b49cffe03022832aaa5	515	UG16	rt_hash 476a74ec9b68785c (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG16, coverage_tier BY_CONSTRUCTION, cd-hit cluster 91 of 160 (cluster size 69, family pool 546)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 86.7, 27 crystal donors at TM>=0.5, max TM 0.823	NO	NO	NO	NO	NO	YES	0.6250		0.2340	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG17_254	899321cdbf12414ee1b90aa4b31d9c9ea38598294692de5965bc292b1e7afa95	484	UG17	rt_hash 47e5527d1a6d6c44 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG17, coverage_tier BY_CONSTRUCTION, cd-hit cluster 254 of 1163 (cluster size 324, family pool 6559)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 82.6, 27 crystal donors at TM>=0.5, max TM 0.937	NO	NO	NO	NO	NO	YES	0.7950	0.8070	0.2360	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG17_289	dc2bcddf71015b4ccf84fa8eb99c5a31d8d51753993632fc22ae0d434d5e33b5	475	UG17	rt_hash 4d356fa842da3bed (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG17, coverage_tier BY_CONSTRUCTION, cd-hit cluster 289 of 1163 (cluster size 273, family pool 6559)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 93.7, 26 crystal donors at TM>=0.5, max TM 0.872	NO	NO	NO	NO	NO	YES	0.8850		0.2410	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG17_32	bd86a21684d0a50cca547dac5ffa0168b1bccdbba69ffae9e162ea66a7992ff6	733	UG17	rt_hash 5c62a9feb1f31c59 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG17, coverage_tier BY_CONSTRUCTION, cd-hit cluster 32 of 1163 (cluster size 330, family pool 6559)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 70.7, 20 crystal donors at TM>=0.5, max TM 0.884	NO	NO	NO	NO	NO	YES	0.9660		0.2460	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG18_36	f2942a22622115f8eb1bf675474e11d8fff2683e592135374a63ee313f249e71	663	UG18	rt_hash e0603fa8373d5927 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG18, coverage_tier BY_CONSTRUCTION, cd-hit cluster 36 of 232 (cluster size 78, family pool 1213)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 71.2, 23 crystal donors at TM>=0.5, max TM 0.895	NO	NO	NO	NO	NO	YES	0.6230		0.2410	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG18_58	d3df4394ab0fde5b0a7abf5f549224992ee49ac2690c6d23215a6a3fb71e6684	570	UG18	rt_hash 6d08240354f3cc72 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG18, coverage_tier BY_CONSTRUCTION, cd-hit cluster 58 of 232 (cluster size 69, family pool 1213)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 83.5, 24 crystal donors at TM>=0.5, max TM 0.934	NO	NO	NO	NO	NO	YES	0.7570		0.6060	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG19_156	5b3db9b1475bba9eabe4a852e4d38f60f95ea4a7a4a01dbd07716abce80931b3	566	UG19	rt_hash 259ad2a1602f961d (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG19, coverage_tier BY_CONSTRUCTION, cd-hit cluster 156 of 871 (cluster size 143, family pool 4577)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 84.2, 26 crystal donors at TM>=0.5, max TM 0.924	NO	NO	NO	NO	NO	YES	0.6650		0.4080	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG19_20	0b4dc7a0735a4e3d9f22eb89026e69bb3f9857899cb8e049ecccd7a33d122423	727	UG19	rt_hash 1ec0c231c82bb5d9 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG19, coverage_tier BY_CONSTRUCTION, cd-hit cluster 20 of 871 (cluster size 415, family pool 4577)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 83.7, 26 crystal donors at TM>=0.5, max TM 0.914	NO	NO	NO	NO	NO	YES	0.7400		0.5340	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG19_229	19eed900eec247036464cc22af9a882867c40b240968a742c131ceda467376d6	533	UG19	rt_hash 0e31f55526742cb2 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG19, coverage_tier BY_CONSTRUCTION, cd-hit cluster 229 of 871 (cluster size 134, family pool 4577)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 81.4, 26 crystal donors at TM>=0.5, max TM 0.954	NO	NO	NO	NO	NO	YES	0.9680		0.2400	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG1_12	713c67a584bb6cebc203571ea5dfb34f14940c71ffc50514669bbc971bb7bed9	583	UG1	rt_hash e077d4f71eb4214b (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG1, coverage_tier THIN, cd-hit cluster 12 of 18 (cluster size 23, family pool 907)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 87.1, 22 crystal donors at TM>=0.5, max TM 0.914	NO	NO	NO	NO	NO	YES	0.3730		0.3230	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG1_3	a032af7ea3e184efbed7950b528f2a238e300edcd69fc3047ad1cd7e094b6aa2	747	UG1	rt_hash 7e7e3b536c96f481 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG1, coverage_tier THIN, cd-hit cluster 3 of 18 (cluster size 85, family pool 907)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 84.8, 22 crystal donors at TM>=0.5, max TM 0.921	NO	NO	NO	NO	NO	YES	0.7800	0.3100	0.6850	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG1_8	e2ae613d862e30c7a7666e4d43c5b648004b98d6e5cc5067d356a750ef551d21	660	UG1	rt_hash 0654144557e3201d (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG1, coverage_tier THIN, cd-hit cluster 8 of 18 (cluster size 761, family pool 907)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 80.1, 23 crystal donors at TM>=0.5, max TM 0.924	NO	NO	NO	NO	NO	YES	0.8040	0.3180	0.7000	0.7380	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG20_0	85631ee6693af89a5ed3af1128b30efa2ad2d730550094f69d8e3e73dc1559a8	545	UG20	rt_hash c54766e643963c4b (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG20, coverage_tier BY_CONSTRUCTION, cd-hit cluster 0 of 6 (cluster size 2, family pool 13)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 87.3, 26 crystal donors at TM>=0.5, max TM 0.852	NO	NO	NO	NO	NO	YES	0.4230		0.2980	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG20_1	1886c3b6c9670ea98ccb0f35fbb8dbd3c0650c1917a023fe25cbf8b61c9a842d	527	UG20	rt_hash cd6946f36f7a8602 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG20, coverage_tier BY_CONSTRUCTION, cd-hit cluster 1 of 6 (cluster size 2, family pool 13)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 93.9, 27 crystal donors at TM>=0.5, max TM 0.846	NO	NO	NO	NO	NO	YES	1.0000		0.2470	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG20_2	a254ad828518c5edee2b61d3ab87e5e7363a005464793a10cb45313d73137b4c	517	UG20	rt_hash 4eab0569e0017dba (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG20, coverage_tier BY_CONSTRUCTION, cd-hit cluster 2 of 6 (cluster size 5, family pool 13)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 91.4, 27 crystal donors at TM>=0.5, max TM 0.849	NO	NO	NO	NO	NO	YES	1.0000		0.2430	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG21_13	00dd6a761600ce3dd3a220a956f2552b59bb64a68f6b9c2b8cd3c926d1f975eb	619	UG21	rt_hash 7b648dbc461e1781 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG21, coverage_tier BY_CONSTRUCTION, cd-hit cluster 13 of 193 (cluster size 60, family pool 919)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 82.5, 25 crystal donors at TM>=0.5, max TM 0.852	NO	NO	NO	NO	NO	YES	0.7630	0.2580	0.2430	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG21_25	003d5a11916e9db09539d0d221b361733ce5bf8610c50fd6f1c73eb1cc237444	587	UG21	rt_hash f199b5e849873fdd (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG21, coverage_tier BY_CONSTRUCTION, cd-hit cluster 25 of 193 (cluster size 55, family pool 919)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 82.8, 25 crystal donors at TM>=0.5, max TM 0.849	NO	NO	NO	NO	NO	YES	0.6000	0.3000	0.2700	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
