component_id	n_pairs	n_tokens	nll_U	nll_T	nll_R	d_R_minus_T	d_T_minus_U	d_R_minus_U	majority_retron_type	n_retron_types	n_pairs_T3	n_pairs_T4	in_sensitivity_population	median_rt_aa_len
CMP00733	1	138	1.3773956298828125	1.3711851921634397	1.2766294617583787	-0.09455573040506104	-0.006210437719372797	-0.10076616812443384	OutgroupA	1	1	0	1	442.0
CMP00736	1	250	1.436095458984375	1.410438232421875	1.397639404296875	-0.012798828124999995	-0.025657226562500135	-0.03845605468750013	TypeIIIA3	1	1	0	1	416.0
CMP00739	1	143	1.4334612226152754	1.3492668525322333	1.2143179086538463	-0.13494894387838707	-0.08419437008304209	-0.21914331396142916	TypeIC1_IC2	1	0	0	0	498.0
CMP00742	1	130	1.4274553739107572	1.3221198448768028	1.2598353459284857	-0.06228449894831711	-0.10533552903395438	-0.1676200279822715	OutgroupA	1	1	0	1	501.0
CMP00745	1	139	1.4228305953869718	1.4106976625730665	1.4303463723162095	0.019648709743143034	-0.012132932813905262	0.007515776929237772	TypeIB1	1	0	0	1	531.0
CMP00748	1	269	1.4167439627381506	1.4067012971218633	1.3859512726170422	-0.020750024504821107	-0.010042665616287305	-0.030792690121108413	TypeIIIA3	1	1	0	1	419.0
CMP00751	1	205	1.4161653844321647	1.3835822872999237	1.3827341963605182	-0.0008480909394055214	-0.032583097132240946	-0.03343118807164647	Ec107_like	1	0	0	1	340.0
CMP00754	1	155	1.4065346994707661	1.4587805963331653	1.3840052450856855	-0.0747753512474798	0.05224589686239911	-0.022529454385080694	TypeIA_IIAI	1	0	0	1	316.0
CMP00757	1	183	1.421567489540642	1.3751391634915044	1.4364687393271858	0.06132957583568133	-0.0464283260491376	0.014901249786543724	Ec107_like	1	0	0	0	127.0
CMP00760	1	116	1.3744838319975754	1.428392870672818	1.3393048253552666	-0.08908804531755132	0.05390903867524255	-0.035179006642308774	OutgroupA	1	0	0	0	458.0
CMP00763	1	138	1.4154935090438179	1.524987262228261	1.393524169921875	-0.13146309230638598	0.1094937531844431	-0.021969339121942877	TypeIC1_IC2	1	0	0	1	544.0
CMP00766	1	121	1.4038051888962422	1.4140466106824638	1.3880284837454804	-0.026018126936983466	0.010241421786221672	-0.015776705150761794	TypeIX	1	0	0	1	452.0
CMP00769	1	130	1.3870006854717547	1.342341026893029	1.3006837111253005	-0.041657315767728464	-0.04465965857872578	-0.08631697434645424	OutgroupA	1	1	0	1	436.0
CMP00772	1	179	1.3931330675519378	1.4011747051217702	1.3632263524572277	-0.03794835266454255	0.00804163756983245	-0.0299067150947101	TypeIIIA2	1	0	0	1	385.0
CMP00775	1	248	1.4062945458196825	1.3830467962449597	1.38625729468561	0.0032104984406502446	-0.023247749574722754	-0.02003725113407251	TypeIIIA3	1	0	0	1	405.0
CMP00712	1	124	1.4155355884182839	1.2660355106476815	1.2127188405682963	-0.05331667007938523	-0.14950007777060237	-0.2028167478499876	TypeIC1_IC2	1	1	0	0	560.0
CMP00709	1	182	1.3902470515324519	1.3701708447802199	1.340418972811856	-0.02975187196836382	-0.020076206752231984	-0.0498280787205958	TypeIIA3_firmi	1	1	0	1	428.0
CMP00706	1	167	1.400016373502994	1.3794374751473615	1.380327784372661	0.0008903092252994238	-0.020578898355632536	-0.019688589130333112	TypeIB2	1	1	0	1	364.0
CMP00670	1	287	1.4044161806538544	1.3987118392040505	1.4120689684505663	0.013357129246515775	-0.005704341449803918	0.007652787796711857	TypeIIIA3	1	1	0	1	261.0
CMP00643	1	128	1.4182257652282715	1.4040601253509521	1.4057247638702393	0.0016646385192871094	-0.014165639877319336	-0.012501001358032227	Ec107_like	1	1	0	1	219.0
CMP00646	1	139	1.4278913539090603	1.403012502107689	1.4168887790158498	0.013876276908160845	-0.024878851801371393	-0.011002574893210548	Ec107_like	1	0	0	1	173.0
CMP00649	1	137	1.4203962339972058	1.4734227535498403	1.408921958756273	-0.0645007947935674	0.05302651955263449	-0.011474275240932919	OutgroupA	1	0	0	1	397.0
CMP00652	1	120	1.4071512858072917	1.24837277730306	1.3332425435384114	0.08486976623535147	-0.1587785085042317	-0.07390874226888022	OutgroupA	1	1	0	0	193.0
CMP00655	1	132	1.427137432676373	1.3894466053355823	1.4009417909564394	0.011495185620857162	-0.03769082734079077	-0.026195641719933604	TypeXIII_Mx65	1	0	0	1	372.0
CMP00658	1	225	1.4190009223090279	1.3912984212239583	1.3964067925347223	0.005108371310764026	-0.027702501085069553	-0.022594129774305527	TypeXIIIC_Mx162	1	0	0	1	350.0
CMP00661	1	159	1.4237763986647505	1.4157428861414112	1.4693162066381682	0.053573320496757004	-0.008033512523339281	0.04553980797341772	TypeIIA3_proteo	1	0	0	1	336.0
CMP00664	1	119	1.3608572823660714	1.409403055655856	1.3800682260208772	-0.02933482963497891	0.04854577328978471	0.0192109436548058	TypeIX	1	0	0	1	362.0
CMP00667	1	146	1.4016414276541096	1.488275606338292	1.4167674861542165	-0.07150812018407549	0.08663417868418244	0.015126058500106954	TypeIC1_IC2	1	0	0	1	591.0
CMP00673	1	256	1.4232680797576904	1.4012320041656494	1.3786907196044922	-0.022541284561157227	-0.022036075592041016	-0.04457736015319824	TypeXIIIB_Ne144	1	1	1	1	398.0
CMP00703	1	158	1.427298050892504	1.3930914190751087	1.3913877463038964	-0.0017036727712123056	-0.03420663181739525	-0.035910304588607556	TypeXIII_Mx65	1	0	0	1	497.0
CMP00676	1	137	1.3293542792327213	1.1674372540773266	1.136821663292655	-0.030615590784671465	-0.16191702515539474	-0.1925326159400662	OutgroupA	1	1	1	1	511.0
CMP00679	1	99	1.4369176999487059	1.415361038362137	1.4096938624526516	-0.005667175909485289	-0.021556661586568993	-0.02722383749605428	TypeIIIA3	1	0	0	1	358.0
CMP00682	1	232	1.4075717268318966	1.340710343985722	1.3864396193931843	0.0457292754074623	-0.0668613828461746	-0.0211321074387123	Ec107_like	1	0	0	1	266.0
CMP00685	1	139	1.425544683881801	1.3997049674713353	1.414149332389557	0.014444364918221764	-0.025839716410465563	-0.0113953514922438	TypeIIIA1	1	0	0	1	343.0
CMP00688	1	144	1.4251697328355577	1.3920155631171331	1.333802753024631	-0.05821281009250212	-0.03315416971842455	-0.09136697981092667	TypeIA_IIAI	1	0	0	0	311.0
CMP00691	1	152	1.4144248962402344	1.4245649638928866	1.4318411977667558	0.00727623387386922	0.010140067652652185	0.017416301526521405	TypeIIIA1	1	1	1	0	341.0
CMP00694	1	151	1.4431519160997	1.3472767002535182	1.2936621659638865	-0.0536145342896317	-0.09587521584618175	-0.14948975013581345	TypeIA_IIAI	1	0	0	1	316.0
CMP00697	1	130	1.4082197922926682	1.3768756573016827	1.4135282076322115	0.03665255033052883	-0.03134413499098554	0.005308415339543293	TypeIIIA1	1	1	1	1	343.0
CMP00700	1	181	1.414849887236706	1.3651335489684047	1.3586800085246893	-0.006453540443715378	-0.04971633826830124	-0.05616987871201662	TypeIA_IIAI	1	0	0	0	308.0
CMP01072	1	271	1.4146128299051546	1.4099645860960563	1.3995696908873385	-0.010394895208717836	-0.004648243809098229	-0.015043139017816065	TypeIIIA3	1	1	0	1	234.0
