evidence_id	element_name	mestre_terminal_id	rt_accession	evidence_tier	rt_ncrna_pairing_evidence	rtdna_production_xEco1	rtdna_sequence_determined	rtdna_len_nt	human_editing_xEco1	bacterial_editing_xEco1	phage_editing_xEco1	experimental_structure	rt_mutagenesis	ncrna_mutagenesis	swap_or_crossreactivity	orthogonality_exchange	rt_seq_local	ncrna_seq_local	exposure_class_vs_project	embed_folds_touched	rt_in_exact_rt_catalogue	exact_pair_in_PAIR_ELIG	independence_status	usable_as	source_paper	caveats
EXP-K064	Pan	terminal_1034	fig|1095774.3.peg.2623	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	0.49473258	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K065	Psp	terminal_402	fig|1761878.3.peg.469	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)		NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	FULLY_EXTERNAL	none	NO	NO	EXTERNAL_BY_SEQUENCE (no exact or near match in any project population)	functional-endpoint external candidate (RT-DNA production / editing) - NOT a compatibility or orthogonality set	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K066	Pod	terminal_1578	fig|189426.10.peg.597	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.014266788	YES	149	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K067	Pam	terminal_1168	fig|1451.25.peg.614	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	0.026263879	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	FULLY_EXTERNAL	none	NO	NO	EXTERNAL_BY_SEQUENCE (no exact or near match in any project population)	functional-endpoint external candidate (RT-DNA production / editing) - NOT a compatibility or orthogonality set	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K068	Oba	terminal_848	fig|2026772.5.peg.424	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0	YES	94	0.216683464	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K069	Oan	terminal_400	fig|529.12.peg.1303	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.94628144	YES	105	7.301470398	0.66222418	0.888819556	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K070	Nsp	terminal_1746	fig|2005458.3.peg.378	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	0.914032957	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K071	Nth	terminal_1914	fig|1206740.4.peg.4617	X2b_RTDNA_SEQUENCE_ONLY	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)	0	YES	95	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	SEQUENCE_NEAR_CORPUS	none	NO	NO	NOT_INDEPENDENT - near-sequence match in the corpus	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K072	Nsa	terminal_1913	fig|1210073.4.peg.1031	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.020897778	YES	72	7.403967577	0.123313527	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	SEQUENCE_NEAR_CORPUS	none	NO	NO	NOT_INDEPENDENT - near-sequence match in the corpus	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K073	Nsp	terminal_1143	fig|1978765.3.peg.3488	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.7864295	YES	71	0.935628085	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	FULLY_EXTERNAL	none	NO	NO	EXTERNAL_BY_SEQUENCE (no exact or near match in any project population)	functional-endpoint external candidate (RT-DNA production / editing) - NOT a compatibility or orthogonality set	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K074	Npa	terminal_1841	fig|1090615.3.peg.2397	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	0.106752461	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K075	Nmu	terminal_1840	fig|479431.6.peg.3115	X2b_RTDNA_SEQUENCE_ONLY	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)	0	YES	95	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K076	Nla	terminal_1912	fig|1123241.3.peg.3642	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)	0	NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K077	Mxa	terminal_1875	fig|1198133.3.peg.2442	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.02203482	NO	0	10.9491175	0.144838209	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	FULLY_EXTERNAL	none	NO	NO	EXTERNAL_BY_SEQUENCE (no exact or near match in any project population)	functional-endpoint external candidate (RT-DNA production / editing) - NOT a compatibility or orthogonality set	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K078	Mvi	terminal_44	fig|80854.14.peg.530	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	1.794988414	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	FULLY_EXTERNAL	none	NO	NO	EXTERNAL_BY_SEQUENCE (no exact or near match in any project population)	functional-endpoint external candidate (RT-DNA production / editing) - NOT a compatibility or orthogonality set	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K079	Mbo	terminal_1739	fig|568701.4.peg.2073	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)		NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K080	Mco	terminal_1873	fig|285665.4.peg.2050	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)		NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K081	Mno	terminal_1765	fig|460265.11.peg.3882	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	46.1375645	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K082	Mgo	terminal_962	fig|582675.3.peg.1247	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	0.533607256	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	SEQUENCE_NEAR_CORPUS	none	NO	NO	NOT_INDEPENDENT - near-sequence match in the corpus	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K083	Mfe	terminal_1016	fig|1188231.4.peg.1200	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0	YES	66	1.430687995	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	YES	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K084	Mvi	terminal_1320	fig|355591.9.peg.1867	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	10.00291151	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K085	Lca	terminal_925	fig|1444315.4.peg.3983	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	1.392364611	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	val	NO	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K086	Lna	terminal_812	fig|1423774.3.peg.1262	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.133844	YES	83	undetermined	0.374986097	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K087	Kva	terminal_208	fig|244366.32.peg.1886	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.447202949	YES	111	42.29563877	9.415646145	1.333135789	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K088	Kva	terminal_842	fig|244366.46.peg.3595	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.079180737	YES	82	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	test	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K089	Kpn	terminal_1373	fig|1432558.3.peg.4265	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	4.499401332	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K090	Kpn	terminal_1353	fig|573.14330.peg.816	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.529590982	YES	139	3.251070281	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K091	Kpn	terminal_290	fig|573.14856.peg.3852	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.517779705	YES	69	1.785952399	0.332122584	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K092	Kpn	terminal_348	fig|573.10044.peg.2850	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)	0	NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K093	Kae	terminal_1049	fig|548.102.peg.3401	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.837832433	YES	72	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	test	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K094	Kar	terminal_1884	fig|2030.3.peg.3051	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	3.632245394	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K095	Hsp	terminal_815	fig|1946597.3.peg.2104	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.326941875	YES	85	45.86880981	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
